game,publisher,min_rtp,max_rtp,
Bomb the Jackpot,Cayetano Gaming,94.4,94.4,
Buccaneer's Bounty,Cryptologic,94.4,94.4,
Caesar Salad,Cryptologic,94.4,94.4,
Eastern Dragon,Cryptologic,94.4,94.4,
Farm Run,Cozy Games,94.4,94.4,
Frogs Fairy Tale,Mazooma,94.4,94.4,
Reel in the Cash,Cryptologic,94.4,94.4,
Thai Sunrise,Cryptologic,94.4,94.4,
True Love,Playtech,94.4,94.4,
Vegas Nights,OpenBet,94.4,94.4,
Wonderland,Gamesys,94.4,94.4,
Crazy 7,Playtech,94.3,97.2,
Harlequin Carnival,Nolimit City,94.3,96.1,96.1
Archibald Africa,World Match,94.3,94.3,
Aztec Reel,Skywind Group,94.3,94.3,
Banana Monkey,Playtech,94.3,94.3,
Book of Ra Deluxe,Novomatic,94.3,94.3,
Candy Dreams,Evoplay Entertainment,94.3,94.3,
Chief's Magic,Microgaming,94.3,94.3,
China Long,World Match,94.3,94.3,
Cubis,Cryptologic,94.3,94.3,
Dante's Hell,World Match,94.3,94.3,
Dragon's Reels,World Match,94.3,94.3,
Empire Fortune,Yggdrasil Gaming,94.3,94.3,
Fortuna the Dragon,Gamesys,94.3,94.3,
Freaky Gym,GamesOS,94.3,94.3,
Funky Chicken,Sheriff Gaming,94.3,94.3,
Genie Jackpots,Blueprint Gaming,94.3,94.3,
Goblins Gold,Microgaming,94.3,94.3,
Irish Luck,Playtech,94.3,94.3,
Joker Millions,Yggdrasil Gaming,94.3,94.3,
Lucky Pirate,Viaden,94.3,94.3,
Luxor Valley HD,Viaden,94.3,94.3,
Magic Pot,Viaden,94.3,94.3,
Monster Lab,Evoplay Entertainment,94.3,94.3,
New York Gangs,GamesOS,94.3,94.3,
Paco and the Popping Peppers,Betsoft,94.3,94.3,
Penguin Vacation,Playtech,94.3,94.3,
Persian Glory,Cayetano Gaming,94.3,94.3,
Viking Age,Betsoft,94.3,94.3,
Wild Cup,Skywind Group,94.3,94.3,
Wizard's Castle,Cozy Games,94.3,94.3,
Mystery Joker 6000,Play'n Go,94.2,97.0,
Barbarian Fury,Nolimit City,94.2,96.1,96.1
Bonus Bunnies,Nolimit City,94.2,96.1,96.1
Milky Ways,Nolimit City,94.2,96.1,96.1
Deadwood,Nolimit City,94.2,96.0,96.0
Aztec Princess,Play'n Go,94.2,94.2,
Beetle Mania Deluxe,Novomatic,94.2,94.2,
Cash Spin,Bally Technologies,94.2,94.2,
Fortune Teller,Play'n Go,94.2,94.2,
Fruitsland,Evoplay Entertainment,94.2,94.2,
Gladiator of Rome,1x2 Gaming,94.2,94.2,
Hoffmania,Novomatic,94.2,94.2,
Innocence or Temptation,Ash Gaming,94.2,94.2,
Jackpot Giant,Playtech,94.2,94.2,
Jin Chan's Pond of Riches,Thunderkick,94.2,94.2,
Land of Unicorn,Viaden,94.2,94.2,
Money Machine,Red Tiger Gaming,94.2,94.2,
Photo Safari,Play'n Go,94.2,94.2,
Riverboat Reel,Skywind Group,94.2,94.2,
Slot of Fortune,Sheriff Gaming,94.2,94.2,
Space Race,Play'n Go,94.2,94.2,
Top Chase,Skywind Group,94.2,94.2,
Wild Spirit,Playtech,94.2,94.2,
World Football Stars 2014,Playtech,94.2,94.2,
Ghosts Night,World Match,94.1,97.5,
Glamour Hills,World Match,94.1,97.5,
Book of Shadows,Nolimit City,94.1,96.2,96.0
Immortal Fruits,Nolimit City,94.1,96.1,96.1
Golden Genie,Nolimit City,94.1,96.0,96.0
Punk Rocker,Nolimit City,94.1,96.0,94.1
Bee Crazy,World Match,94.1,95.9,
Crime Records,World Match,94.1,95.9,
Mythos,World Match,94.1,95.9,
Big Vegas,Bally Technologies,94.1,94.1,
Cats and Cash,Play'n Go,94.1,94.1,
Cherry Love,Playtech,94.1,94.1,
Dolphins Treasure,Evoplay Entertainment,94.1,94.1,
Elizabeth,Cozy Games,94.1,94.1,
Enigma HD,Viaden,94.1,94.1,
Frankie Dettori's Magic Seven Jackpot,Playtech,94.1,94.1,
Gladiator,Playtech,94.1,94.1,
Gold Trophy,Play'n Go,94.1,94.1,
Greatest Odyssey,Playtech,94.1,94.1,
Havana Cubana,Bally Technologies,94.1,94.1,
Jewel of the Dragon,Bally Technologies,94.1,94.1,
Marilyn Monroe,Playtech,94.1,94.1,
Millionaires Club,Cryptologic,94.1,94.1,
Millionaires Club II,Cryptologic,94.1,94.1,
Non Stop Party HD,Viaden,94.1,94.1,
Nostradamus Prophecy,Ash Gaming,94.1,94.1,
Pirate on the Edge,Skywind Group,94.1,94.1,
Quick Hit Platinum,Bally Technologies,94.1,94.1,
Sherlock Mystery,Playtech,94.1,94.1,
Sparta,Playtech,94.1,94.1,
USSR Grocery,Evoplay Entertainment,94.1,94.1,
Vegas Hits,Bally Technologies,94.1,94.1,
Rainbow Riches Pick'n'Mix,Barcrest,94.0,98.0,
Wild Knights: King's Ransom,Barcrest,94.0,98.0,
Burlesque,World Match,94.0,97.8,
Cowboys Go West,World Match,94.0,97.8,
Rock N Roller,Playtech,94.0,96.8,
Jackpot Jewels,Barcrest,94.0,96.5,
243 Crystal Fruits,Tom Horn Gaming,94.0,96.0,
Barkin' Mad,Barcrest,94.0,96.0,
Fields of Clover,1x2 Gaming,94.0,96.0,
Frozen Queen,Tom Horn Gaming,94.0,96.0,
Jackpot Bells,Playtech,94.0,96.0,
Sherlock: A Scandal in Bohemia,Tom Horn Gaming,94.0,96.0,
Tiger King,Connective Games,94.0,96.0,
Wild Knights,Barcrest,94.0,96.0,
Wild Weather,Tom Horn Gaming,94.0,96.0,
Pharaoh's Secrets,Playtech,94.0,95.0,
Queen Of The Pyramids,Playtech,94.0,95.0,
Wings of Gold,Playtech,94.0,95.0,
4 Reel Kings,Novomatic,94.0,94.0,
Aloha Island,Bally Technologies,94.0,94.0,
Banana Town Dream Drop,Relax Gaming,94.0,94.0,
Battle of the Gods,Playtech,94.0,94.0,
Beellionaires Dream Drop,Relax Gaming,94.0,94.0,
Big Catch,Novomatic,94.0,94.0,
Block Bashers,Virtue Fusion,94.0,94.0,
Book of Cats,BGaming,94.0,94.0,
Bounty of the Beanstalk,Ash Gaming,94.0,94.0,
Bullion Bars,Novomatic,94.0,94.0,
Burning Cherry HD,Viaden,94.0,94.0,
Cash Wizard,Bally Technologies,94.0,94.0,
Chimney Stacks,Bally Technologies,94.0,94.0,
China River,Bally Technologies,94.0,94.0,
Cluster Tumble Dream Drop,Relax Gaming,94.0,94.0,
Cowboys and Aliens,Playtech,94.0,94.0,
Cupid: Wild at Heart,Blueprint Gaming,94.0,94.0,
Deep Sea,BGaming,94.0,94.0,
Diamond Rhino,Rival Gaming,94.0,94.0,
Dragon 8s,Amaya Gaming,94.0,94.0,
Dragon Ship,Play'n Go,94.0,94.0,
Dream Drop Diamonds,Relax Gaming,94.0,94.0,
Dungeon: Immortal Evil,Evoplay Entertainment,94.0,94.0,
Empire's Glory,Viaden,94.0,94.0,
Everybody's Jackpot,Playtech,94.0,94.0,
Fairest of Them All,Ash Gaming,94.0,94.0,
Fly Cats Dream Drop,Relax Gaming,94.0,94.0,
Football,Evoplay Entertainment,94.0,94.0,
Fortune Teller,Amaya Gaming,94.0,94.0,
Four Lucky Clover,BGaming,94.0,94.0,
Four Lucky Diamonds,BGaming,94.0,94.0,
From Russia With Love,Playtech,94.0,94.0,
Fruit Party,Amaya Gaming,94.0,94.0,
Full Moon Fortunes,Ash Gaming,94.0,94.0,
Funky Fruits,Playtech,94.0,94.0,
Genie Mega Reels,Skywind Group,94.0,94.0,
Golazo,World Match,94.0,94.0,
Grim the Splitter Dream Drop,Relax Gaming,94.0,94.0,
Gumball 3000,Play'n Go,94.0,94.0,
Hawaiian Treasure,Ash Gaming,94.0,94.0,
Hellcatraz 2 Dream Drop,Relax Gaming,94.0,94.0,
Hot Shot,Bally Technologies,94.0,94.0,
Inca Jackpot,Skywind Group,94.0,94.0,
Irish Love,1x2 Gaming,94.0,94.0,
Jenga,Cryptologic,94.0,94.0,
John Wayne,Playtech,94.0,94.0,
Karate Kid,Skywind Group,94.0,94.0,
Lady Robin Hood,Bally Technologies,94.0,94.0,
Lady's Charms,Amaya Gaming,94.0,94.0,
Life of Brian,Ash Gaming,94.0,94.0,
Little Britain,Playtech,94.0,94.0,
Lucky Girls,Evoplay Entertainment,94.0,94.0,
Mayan Treasures,Bally Technologies,94.0,94.0,
Megaquarium,Realtime Gaming,94.0,94.0,
Midas Millions,Ash Gaming,94.0,94.0,
Midnight Marauder Dream Drop,Relax Gaming,94.0,94.0,
Money Train Origins Dream Drop,Relax Gaming,94.0,94.0,
Monkey Love,Amaya Gaming,94.0,94.0,
Monty Python's Spamalot,Playtech,94.0,94.0,
Native Treasure,Cryptologic,94.0,94.0,
Oktoberfest,Amaya Gaming,94.0,94.0,
Party Games Slotto,Novomatic,94.0,94.0,
Pharaoh's Dream,Bally Technologies,94.0,94.0,
Pints and Pounds,Cryptologic,94.0,94.0,
Quest of Kings,Cryptologic,94.0,94.0,
Quick Hit Black Gold,Bally Technologies,94.0,94.0,
Reel King,Novomatic,94.0,94.0,
Riches of Ra,Play'n Go,94.0,94.0,
Roamin' Gnome,Cryptologic,94.0,94.0,
Santa's Stack Dream Drop,Relax Gaming,94.0,94.0,
Scandinavian Babes,Play'n Go,94.0,94.0,
Scandinavian Hunks,Play'n Go,94.0,94.0,
Snake Arena Dream Drop,Relax Gaming,94.0,94.0,
Sweet Party,Playtech,94.0,94.0,
Templar Tumble 2 Dream Drop,Relax Gaming,94.0,94.0,
The Love Boat,Playtech,94.0,94.0,
The Magnificent Seven,Skywind Group,94.0,94.0,
The Six Million Dollar Man,Playtech,94.0,94.0,
The Sopranos,Playtech,94.0,94.0,
The Winnings of Oz,Ash Gaming,94.0,94.0,
Thunderhorn,Bally Technologies,94.0,94.0,
TNT Tumble Dream Drop,Relax Gaming,94.0,94.0,
Treasure Room,Betsoft,94.0,94.0,
Viking Conquest,Viaden,94.0,94.0,
Wheel of Luck: Hold & Win,Tom Horn Gaming,94.0,94.0,
Wild Chapo Dream Drop,Relax Gaming,94.0,94.0,
Wild Huskies,Bally Technologies,94.0,94.0,
Win Wizard,Novomatic,94.0,94.0,
Safe Cracker,Playtech,93.9,95.9,
Wu Long,Playtech,93.9,94.1,
Age of the Gods: Goddess of Wisdom,Playtech,93.9,94.0,
Aeronauts,Evoplay Entertainment,93.9,93.9,
Age of the Gods: Furious 4,Playtech,93.9,93.9,
Battle Tanks,Evoplay Entertainment,93.9,93.9,
Cash Wave,Bally Technologies,93.9,93.9,
Cupid & Psyche,Bally Technologies,93.9,93.9,
Derby Shot,Skywind Group,93.9,93.9,
Enchanted Beans,Cryptologic,93.9,93.9,
Fairy Magic,Playtech,93.9,93.9,
Fantasy Realm,Cryptologic,93.9,93.9,
Fire Lightning,BGaming,93.9,93.9,
Genie Shot EU,Skywind Group,93.9,93.9,
Honey Shot,Skywind Group,93.9,93.9,
Lothar Matthaus. Be a Winner,Skywind Group,93.9,93.9,
Morocco,Bally Technologies,93.9,93.9,
Mystic Slots,GamesOS,93.9,93.9,
Naughty Girls Cabaret,Evoplay Entertainment,93.9,93.9,
Neko Night Dream Drop,Relax Gaming,93.9,93.9,
Outta Space Adventure,Cryptologic,93.9,93.9,
Silent Screen,Cryptologic,93.9,93.9,
Sunday Afternoon Classics,Cryptologic,93.9,93.9,
Tiger Treasures,Bally Technologies,93.9,93.9,
Title Shot,Skywind Group,93.9,93.9,
Age of the Gods: Prince of Olympus,Playtech,93.8,94.8,
Arabian Nights,Cozy Games,93.8,93.8,
Big Ben,Cozy Games,93.8,93.8,
Cupid's Arrow,Cozy Games,93.8,93.8,
Heist,Betsoft,93.8,93.8,
Ice Run,Playtech,93.8,93.8,
Kung Fu Cash,OpenBet,93.8,93.8,
Ray Gunn vs Calex E. Greed,Gamesys,93.8,93.8,
Sign of Luck,Viaden,93.8,93.8,
Street Fighter II,Cryptologic,93.8,93.8,
Toony Jack,Cozy Games,93.8,93.8,
"Vegas, Baby!",IGT,93.7,96.5,
Magic Slots,Playtech,93.7,95.7,
Azteca,Playtech,93.7,93.7,
Baywatch,Playtech,93.7,93.7,
Coffee House,Cozy Games,93.7,93.7,
Happy Bugs,Playtech,93.7,93.7,
More Gold Diggin',Betsoft,93.7,93.7,
The Emperor's Tomb,Evoplay Entertainment,93.7,93.7,
Bargainista,Cozy Games,93.6,93.6,
Blockbusters Drop,OpenBet,93.6,93.6,
Deep Blue HD,Viaden,93.6,93.6,
Mystery Planet,Evoplay Entertainment,93.6,93.6,
Roaring Wilds,Playtech,93.6,93.6,
Golden Goddess,IGT,93.5,96.0,
Kitty Glitter,IGT,93.5,94.9,
Water Dragons,IGT,93.5,94.9,
Book of Atem WowPot,Microgaming,93.5,93.5,
Lucky Lady,NextGen Gaming,93.5,93.5,
Mamma Mia,Betsoft,93.5,93.5,
Penguins in Paradise,Cryptologic,93.5,93.5,
Picnic Panic,Cryptologic,93.5,93.5,
The Last Kingdom,Skywind Group,93.5,93.5,
Robin Hood Prince of Tweets,NextGen Gaming,93.4,97.0,
Samba de Frutas,IGT,93.4,96.1,
Wolf Rising,IGT,93.4,96.1,
Da Vinci Diamonds: Dual Play,IGT,93.4,95.3,
Masques of San Marco,IGT,93.4,95.3,
Chinese New Year,Evoplay Entertainment,93.4,93.4,
Little Master,Cryptologic,93.4,93.4,
9 Blazing Diamonds WowPot,Microgaming,93.3,93.3,
Beach Life,Playtech,93.3,93.3,
Painted Elephant,Cozy Games,93.3,93.3,
The Discovery,Playtech,93.3,93.3,
Wheel of Wishes,Microgaming,93.3,93.3,
Wizard of Odds,Mazooma,93.3,93.3,
Sumatran Storm,IGT,93.2,96.6,
Sherlock Holmes: The Hunt for Blackwood,IGT,93.2,96.4,
Belissimo,Microgaming,93.2,93.2,
Egyptian Wilds,Cayetano Gaming,93.2,93.2,
Golden Dragon,Microgaming,93.2,93.2,
Jack's T-Rex,Sheriff Gaming,93.2,93.2,
Jackpot Express,Microgaming,93.2,93.2,
Roman Riches,Microgaming,93.2,93.2,
The Great Conflict,Evoplay Entertainment,93.2,93.2,
Dungeons & Dragons: Treasures of Icewind Dale,IGT,93.1,96.5,
Aladin's Lamp,Cayetano Gaming,93.1,93.1,
Barbary Coast,Betsoft,93.1,93.1,
Chests of Plenty,Ash Gaming,93.1,93.1,
Double Happiness,Aristocrat,93.1,93.1,
Reel Gems,Ash Gaming,93.1,93.1,
Sinbad,Evoplay Entertainment,93.1,93.1,
Sinbad's Gold,Cayetano Gaming,93.1,93.1,
Top Speed,Cozy Games,93.1,93.1,
Fountain Of Youth,Playtech,93.0,96.8,
100 Ladies,IGT,93.0,96.5,
100 Pandas,IGT,93.0,96.5,
Hexbreaker 2,IGT,93.0,96.5,
Nouveau Riche,IGT,93.0,96.4,
Nordic Heroes,IGT,93.0,96.3,
Diamond Queen,IGT,93.0,96.1,
Jewel of the Arts,IGT,93.0,96.1,
Dragon Kingdom,Playtech,93.0,95.0,
Grand Monarch,IGT,93.0,95.0,
Wild Wolf,IGT,93.0,95.0,
Cats,IGT,93.0,94.9,
Fire Opals,IGT,93.0,94.9,
Noah's Ark,IGT,93.0,94.9,
Pixies of the Forest,IGT,93.0,94.9,
Age of the Gods: Fate Sisters,Playtech,93.0,93.0,
Big Top Tombola,Virtue Fusion,93.0,93.0,
Bouncy Balls,Virtue Fusion,93.0,93.0,
Castle Mania,Sheriff Gaming,93.0,93.0,
Lucky Cherry,Amaya Gaming,93.0,93.0,
Lucky Lager,Cryptologic,93.0,93.0,
Mr Vegas,Betsoft,93.0,93.0,
Sensible Soccer Euro Cup,Ash Gaming,93.0,93.0,
Totem Island,Evoplay Entertainment,93.0,93.0,
Cleopatra Plus,IGT,92.9,96.5,
Balloonies Farm,IGT,92.9,96.4,
Pamplona,IGT,92.9,96.3,
Western Belles,IGT,92.9,96.3,
Garden Party,IGT,92.9,96.0,
Crown of Egypt,IGT,92.9,95.0,
Red Mansions,IGT,92.9,95.0,
Beauty's Beast,Cayetano Gaming,92.9,92.9,
Notre Dame,OpenBet,92.9,92.9,
Pyramid Gold,Cayetano Gaming,92.9,92.9,
Royal Reels,Betsoft,92.9,92.9,
What's Cooking,Playtech,92.9,92.9,
Champion Raceway,IGT,92.8,96.7,
Lucky Larry's Lobstermania 2,IGT,92.8,96.5,
Tutan's Treasure,Slingo Originals,92.8,96.4,
50s Pin-Up,World Match,92.8,96.1,
Country Life,World Match,92.8,96.1,
"The 100,000 Pyramid",IGT,92.8,95.0,
Treasures of Troy,IGT,92.8,94.9,
White Orchid,IGT,92.8,94.9,
Reel Classic 3,Playtech,92.8,94.8,
Beehive Bedlam Reactors,OpenBet,92.8,94.4,
Ali Baba's Treasure,Cayetano Gaming,92.8,92.8,
Fruit Reel,Skywind Group,92.8,92.8,
Fruits 4 Jackpot,World Match,92.8,92.8,
Gladiator Reel,Skywind Group,92.8,92.8,
Norse Reel,Skywind Group,92.8,92.8,
Polka Reel,Skywind Group,92.8,92.8,
Wonder Woman,NextGen Gaming,92.8,92.8,
Silent Movie,IGT,92.7,96.5,
Bubble Craze,IGT,92.7,96.2,
Lucky Clover,Cozy Games,92.7,92.7,
The Legend of Shaolin,Evoplay Entertainment,92.7,92.7,
Treasures of Egypt,Cozy Games,92.7,92.7,
Natural Powers,IGT,92.6,96.5,
Transformers Battle for Cybertron,IGT,92.6,96.5,
Apollo Rising,IGT,92.6,96.3,
Tokidoki Lucky Town,IGT,92.6,96.2,
Gold Diggers,Betsoft,92.6,92.6,
Sphinx Gold,Cayetano Gaming,92.6,92.6,
Rapunzel's Tower,Quickspin,92.5,97.1,
Wheel of Fortune: On Tour,IGT,92.5,96.6,
Pharaoh's Fortune,IGT,92.5,96.5,
She's a Rich Girl,IGT,92.5,96.2,
Siberian Storm Dual Play,IGT,92.5,96.2,
Stinkin' Rich,IGT,92.5,96.2,
Family Guy,IGT,92.5,96.1,
Fire Horse,IGT,92.5,96.0,
Siberian Storm,IGT,92.5,96.0,
The Flash,NextGen Gaming,92.5,95.5,
Merlin's Magic Respins,NextGen Gaming,92.5,95.3,
Coyote Moon,IGT,92.5,95.0,
Mayan Riches,IGT,92.5,95.0,
Ghostbusters,IGT,92.5,94.5,
Nags to Riches,Ash Gaming,92.5,92.7,
Britain's Got Talent,Ash Gaming,92.5,92.5,
Freaky Wild West,GamesOS,92.5,92.5,
Queen of Alexandria WowPot,Microgaming,92.5,92.5,
Slots O' Gold,Blueprint Gaming,92.5,92.5,
Super Spinner,Blueprint Gaming,92.5,92.5,
Top Cat,Blueprint Gaming,92.5,92.5,
Pacific Paradise,IGT,92.4,96.4,
Medieval Money,IGT,92.4,96.3,
Balloonies,IGT,92.4,96.2,
Gong Xi Fa Cai,IGT,92.4,96.2,
Green Lantern,NextGen Gaming,92.4,95.3,
Day of the Dead,IGT,92.4,94.9,
Fortune Hill,Playtech,92.4,92.4,
Lucky Devil,Cozy Games,92.4,92.4,
Robinson,Evoplay Entertainment,92.4,92.4,
The X-Factor Jackpot,Ash Gaming,92.4,92.4,
Bermuda Triangle,Playtech,92.3,96.7,
Gold Money Frog,Net Entertainment,92.3,93.0,
Arrival,Betsoft,92.3,92.3,
Big 5,Microgaming,92.3,92.3,
Ghosts of Christmas,Playtech,92.3,92.3,
Japanese Mystery,Cayetano Gaming,92.3,92.3,
Dragon's Temple,IGT,92.2,96.2,
Goldify,IGT,92.2,96.2,
Shamrockers,IGT,92.2,96.2,
Treasures of the Pyramids,IGT,92.2,96.2,
Egyptian Wild,World Match,92.2,96.1,
Magic Castle,IGT,92.2,96.1,
Batman,NextGen Gaming,92.2,95.7,
Enchanted,Betsoft,92.2,92.2,
Legends of Ra,Evoplay Entertainment,92.2,92.2,
Gorilla Go Wild,NextGen Gaming,92.1,96.5,
Pharaoh's Treasure,Ash Gaming,92.1,96.3,
Prowling Panther,IGT,92.1,96.1,
1421: Voyages of Zheng He,IGT,92.1,96.0,
In Bloom,IGT,92.1,96.0,
Da Vinci's Vault,Playtech,92.1,94.0,
Book of Ra Classic,Novomatic,92.1,92.1,
Cash Volt,Red Tiger Gaming,92.1,92.1,
Funky Fruits Farm,Playtech,92.1,92.1,
Gem Heat,Playtech,92.1,92.1,
Piggies and the Wolf,Playtech,92.1,92.1,
Respin King,Skywind Group,92.1,92.1,
Sherlock and Moriarty WowPot,Microgaming,92.1,92.1,
Stars Luck,Red Tiger Gaming,92.1,92.1,
The Three Musketeers,Playtech,92.1,92.1,
Treasure Nile,Microgaming,92.1,92.1,
Wild West,Amaya Gaming,92.0,96.7,
Gypsy Moon,IGT,92.0,96.2,
Miss Red,IGT,92.0,96.2,
Miss White,IGT,92.0,96.2,
7s Wild,IGT,92.0,96.1,
Cash Coaster,IGT,92.0,96.1,
Firehouse Hounds,IGT,92.0,96.1,
Ghostbusters Triple Slime,IGT,92.0,96.1,
Wheel of Fortune: Triple Extreme Spin,IGT,92.0,96.1,
Black Widow,IGT,92.0,96.0,
Wheel of Fortune: Ultra 5 Reels,IGT,92.0,96.0,
Candy Bars,IGT,92.0,94.9,
Haunted House,Big Time Gaming,92.0,94.9,
Temple of Fortune,Big Time Gaming,92.0,94.9,
Monopoly Once Around Deluxe,WMS Gaming,92.0,94.0,
Space Invasion,Amaya Gaming,92.0,93.8,
Bier Haus,WMS Gaming,92.0,92.0,
Cat in Vegas,Playtech,92.0,92.0,
Catwalk,Ash Gaming,92.0,92.0,
Chippendales,Playtech,92.0,92.0,
Disco Dance,Spigo,92.0,92.0,
Farmer's Market,Playtech,92.0,92.0,
Fruits,Spigo,92.0,92.0,
Hat Trick,Spigo,92.0,92.0,
La Chatte Rouge,Playtech,92.0,92.0,
Lucky Mahjong Box,Evoplay Entertainment,92.0,92.0,
Mega Glam Life,Betsoft,92.0,92.0,
Plenty O' Fortune,Playtech,92.0,92.0,
Sisters of Oz WowPot,Microgaming,92.0,92.0,
Super Parrot,Spigo,92.0,92.0,
The Mummy,Playtech,92.0,92.0,
Tivoli,Spigo,92.0,92.0,
Tropicana,Spigo,92.0,92.0,
Wanted Dead Or Alive,Playtech,92.0,92.0,
Zoo,Spigo,92.0,92.0,
Fantasy Island,World Match,91.9,97.4,
The Forbidden City,World Match,91.9,97.4,
2 Million BC,Betsoft,91.9,91.9,
The Glam Life,Betsoft,91.9,91.9,
Tropical Holiday,Play'n Go,91.9,91.9,
Fight Night,World Match,91.8,96.5,
Striking Viking,World Match,91.8,96.5,
Banana King,World Match,91.8,96.2,
Wild Melon,Play'n Go,91.8,93.7,
Uga Age,World Match,91.6,95.9,
Wish Upon a Jackpot,Blueprint Gaming,91.6,94.5,
Cash Splash 3-Reel,Microgaming,91.5,91.5,
Cash Splash 5-Reel,Microgaming,91.5,91.5,
Gladiator Jackpot,Playtech,91.5,91.5,
King Kong,Cryptologic,91.4,91.4,
Football Carnival,Playtech,91.3,91.3,
Leprechaun's Luck,Ash Gaming,91.3,91.3,
Twin Spin,Net Entertainment,91.1,99.1,96.6
Jumpin' Jalapenos,WMS Gaming,91.1,91.1,
Achilles,Realtime Gaming,91.0,97.5,95.0
Aladdins Wishes,Realtime Gaming,91.0,97.5,95.0
Ancient Gods,Realtime Gaming,91.0,97.5,95.0
Asgard,Realtime Gaming,91.0,97.5,95.0
Bubble Bubble,Realtime Gaming,91.0,97.5,95.0
Bubble Bubble 2,Realtime Gaming,91.0,97.5,95.0
Builder Beaver,Realtime Gaming,91.0,97.5,95.0
Caesar's Empire,Realtime Gaming,91.0,97.5,95.0
Cai Hong,Realtime Gaming,91.0,97.5,95.0
Cash Bandits,Realtime Gaming,91.0,97.5,95.0
Cash Bandits 2,Realtime Gaming,91.0,97.5,95.0
Cleopatra's Gold,Realtime Gaming,91.0,97.5,95.0
Count Spectacular,Realtime Gaming,91.0,97.5,95.0
Coyote Cash,Realtime Gaming,91.0,97.5,95.0
Crystal Waters,Realtime Gaming,91.0,97.5,95.0
Cubee,Realtime Gaming,91.0,97.5,95.0
Double Ya Luck,Realtime Gaming,91.0,97.5,95.0
Dragon Orb,Realtime Gaming,91.0,97.5,95.0
Eagle Shadow Fist,Realtime Gaming,91.0,97.5,95.0
Enchanted Garden,Realtime Gaming,91.0,97.5,95.0
Enchanted Garden 2,Realtime Gaming,91.0,97.5,95.0
Eternal Love,Realtime Gaming,91.0,97.5,95.0
Fantasy Mission Force,Realtime Gaming,91.0,97.5,95.0
Fat Cat Cafe,Realtime Gaming,91.0,97.5,95.0
Fire Dragon,Realtime Gaming,91.0,97.5,95.0
Football Fortunes,Realtime Gaming,91.0,97.5,95.0
Football Frenzy,Realtime Gaming,91.0,97.5,95.0
Fortune Frog,Realtime Gaming,91.0,97.5,95.0
Fu Chi,Realtime Gaming,91.0,97.5,95.0
Fucanglong,Realtime Gaming,91.0,97.5,95.0
Gemtopia,Realtime Gaming,91.0,97.5,95.0
Ghost Ship,Realtime Gaming,91.0,97.5,95.0
God of Wealth,Realtime Gaming,91.0,97.5,95.0
Gods of Nature,Realtime Gaming,91.0,97.5,95.0
Goldbeard,Realtime Gaming,91.0,97.5,95.0
Heavenly Treasure,Realtime Gaming,91.0,97.5,95.0
Henhouse,Realtime Gaming,91.0,97.5,95.0
High Fashion,Realtime Gaming,91.0,97.5,95.0
Hillbillies,Realtime Gaming,91.0,97.5,95.0
"I, Zombie",Realtime Gaming,91.0,97.5,95.0
Kung Fu Rooster,Realtime Gaming,91.0,97.5,95.0
Loch Ness Loot,Realtime Gaming,91.0,97.5,95.0
Lucha Libre 2,Realtime Gaming,91.0,97.5,95.0
Lucky 6,Realtime Gaming,91.0,97.5,95.0
Lucky 8,Realtime Gaming,91.0,97.5,95.0
Lucky Rat,Realtime Gaming,91.0,97.5,95.0
Mermaid Queen,Realtime Gaming,91.0,97.5,95.0
Naughty Or Nice,Realtime Gaming,91.0,97.5,95.0
Naughty or Nice Spring Break,Realtime Gaming,91.0,97.5,95.0
Nova 7s,Realtime Gaming,91.0,97.5,95.0
Ocean Oddities,Realtime Gaming,91.0,97.5,95.0
Panda Magic,Realtime Gaming,91.0,97.5,95.0
Panda's Gold,Realtime Gaming,91.0,97.5,95.0
Paydirt,Realtime Gaming,91.0,97.5,95.0
Penguin Power,Realtime Gaming,91.0,97.5,95.0
Pig Winner,Realtime Gaming,91.0,97.5,95.0
Plentiful Treasure,Realtime Gaming,91.0,97.5,95.0
Popinata,Realtime Gaming,91.0,97.5,95.0
Purrfect Pets,Realtime Gaming,91.0,97.5,95.0
Regal Riches,Realtime Gaming,91.0,97.5,95.0
Return Of The Rudolph,Realtime Gaming,91.0,97.5,95.0
Ritchie Valens La Bamba,Realtime Gaming,91.0,97.5,95.0
Rudolph's Revenge,Realtime Gaming,91.0,97.5,95.0
Samba Sunset,Realtime Gaming,91.0,97.5,95.0
Santastic,Realtime Gaming,91.0,97.5,95.0
Scuba Fishing,Realtime Gaming,91.0,97.5,95.0
Secret Jungle,Realtime Gaming,91.0,97.5,95.0
Secret Symbol,Realtime Gaming,91.0,97.5,95.0
Shanghai Lights,Realtime Gaming,91.0,97.5,95.0
Small Fortune,Realtime Gaming,91.0,97.5,95.0
Snowmania,Realtime Gaming,91.0,97.5,95.0
Stardust,Realtime Gaming,91.0,97.5,95.0
Storm Lords,Realtime Gaming,91.0,97.5,95.0
Super 6,Realtime Gaming,91.0,97.5,95.0
Sweet 16,Realtime Gaming,91.0,97.5,95.0
Swindle All The Way,Realtime Gaming,91.0,97.5,95.0
T-Rex,Realtime Gaming,91.0,97.5,95.0
T-Rex 2,Realtime Gaming,91.0,97.5,95.0
Texan Tycoon,Realtime Gaming,91.0,97.5,95.0
The Big Bopper,Realtime Gaming,91.0,97.5,95.0
The Mariachi 5,Realtime Gaming,91.0,97.5,95.0
